SCHOOL_YEAR,AGENCY_TYPE,CHARTER_IND,CESA,COUNTY,DISTRICT_CODE,SCHOOL_CODE,GRADE_GROUP,DISTRICT_NAME,SCHOOL_NAME,COHORT,COMPLETION_STATUS,GROUP_BY,GROUP_BY_VALUE,TIMEFRAME,COHORT_COUNT,STUDENT_COUNT,grad_rate
2023-24,Public school,No,11.0,Burnett,2233,80.0,High School,Grantsburg,Grantsburg High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,47,47,1.0
2023-24,Public school,Yes,11.0,Burnett,2233,400.0,Combined Elementary/Secondary School,Grantsburg,iForward,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,271,232,0.8560885608856088
2023-24,Public school,No,7.0,Brown,2289,180.0,High School,Green Bay Area Public,East High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,224,197,0.8794642857142857
2023-24,Public school,Yes,7.0,Brown,2289,450.0,High School,Green Bay Area Public,Northeast Wisconsin School of Innovation,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,203,159,0.7832512315270936
2023-24,Public school,No,7.0,Brown,2289,540.0,High School,Green Bay Area Public,Preble High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,460,436,0.9478260869565217
2023-24,Public school,No,7.0,Brown,2289,600.0,High School,Green Bay Area Public,Southwest High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,239,206,0.8619246861924686
2023-24,Public school,No,7.0,Brown,2289,720.0,High School,Green Bay Area Public,West High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,194,171,0.8814432989690721
2023-24,Public school,No,1.0,Milwaukee,2296,60.0,High School,Greendale,Greendale High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,234,228,0.9743589743589743
2023-24,Public school,No,1.0,Milwaukee,2303,120.0,High School,Greenfield,Greenfield High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,255,234,0.9176470588235294
2023-24,Public school,No,1.0,Waukesha,2420,40.0,High School,Hamilton,Hamilton High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,369,359,0.9728997289972899
2023-24,Public school,No,6.0,Washington,2436,20.0,High School,Hartford UHS,Hartford High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,327,317,0.9694189602446484
2023-24,Public school,No,12.0,Sawyer,2478,40.0,High School,Hayward Community,Hayward High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,119,110,0.9243697478991597
2023-24,Public school,No,4.0,Vernon,2541,60.0,High School,Hillsboro,Hillsboro High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,39,35,0.8974358974358975
2023-24,Public school,No,4.0,La Crosse,2562,40.0,High School,Holmen,Holmen High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,288,276,0.9583333333333334
2023-24,Public school,No,6.0,Dodge,2576,60.0,High School,Horicon,Horicon High School,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,64,62,0.96875
2023-24,Public school,No,6.0,Outagamie,2583,40.0,High School,Hortonville Area,Hortonville High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,329,323,0.9817629179331308
2023-24,Public school,No,7.0,Brown,2604,20.0,High School,Howard-Suamico,Bay Port High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,468,437,0.9337606837606838
2023-24,Public school,No,7.0,Sheboygan,2605,60.0,High School,Howards Grove,Howards Grove High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,60,59,0.9833333333333333
2023-24,Public school,No,11.0,Saint Croix,2611,80.0,High School,Hudson,Hudson High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,438,428,0.9771689497716894
2023-24,Public school,No,12.0,Iron,2618,60.0,High School,Hurley,Hurley High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,58,57,0.9827586206896551
2023-24,Public school,No,4.0,Trempealeau,2632,40.0,High School,Independence,Independence High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,40,38,0.95
2023-24,Public school,No,5.0,Waupaca,2639,40.0,High School,Iola-Scandinavia,Iola-Scandinavia High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,45,41,0.9111111111111111
2023-24,Public school,No,3.0,Iowa,2646,40.0,High School,Iowa-Grant,Iowa-Grant High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,42,40,0.9523809523809523
2023-24,Public school,No,3.0,Richland,2660,60.0,High School,Ithaca,Ithaca High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,35,31,0.8857142857142857
2023-24,Public school,No,2.0,Rock,2695,60.0,High School,Janesville,Craig High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,349,336,0.9627507163323782
2023-24,Public school,No,2.0,Rock,2695,280.0,High School,Janesville,Parker High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,238,216,0.907563025210084
2023-24,Public school,Yes,2.0,Rock,2695,400.0,High School,Janesville,Rock River Charter School,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,200,166,0.83
2023-24,Public school,No,2.0,Jefferson,2702,80.0,High School,Jefferson,Jefferson High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,156,148,0.9487179487179487
2023-24,Public school,No,2.0,Jefferson,2730,40.0,Combined Elementary/Secondary School,Johnson Creek,Johnson Creek Public School,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,39,39,1.0
2023-24,Public school,No,6.0,Outagamie,2758,40.0,High School,Kaukauna Area,Kaukauna High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,312,297,0.9519230769230769
2023-24,Public school,No,1.0,Kenosha,2793,60.0,High School,Kenosha,Bradford High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,349,279,0.7994269340974212
2023-24,Public school,Yes,1.0,Kenosha,2793,490.0,High School,Kenosha,Harborside Academy,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,93,91,0.978494623655914
2023-24,Public school,No,1.0,Kenosha,2793,280.0,High School,Kenosha,Hillcrest School,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,26,15,0.5769230769230769
2023-24,Public school,No,1.0,Kenosha,2793,410.0,High School,Kenosha,Indian Trail High School and Academy,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,479,448,0.9352818371607515
2023-24,Public school,No,1.0,Kenosha,2793,480.0,High School,Kenosha,Lakeview Technology Academy,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,97,97,1.0
2023-24,Public school,No,1.0,Kenosha,2793,450.0,High School,Kenosha,Reuther Central High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,143,118,0.8251748251748252
2023-24,Public school,No,1.0,Kenosha,2793,580.0,High School,Kenosha,Tremper High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,340,306,0.9
2023-24,Public school,Yes,1.0,Waukesha,1376,470.0,High School,Kettle Moraine,High School of Health Sciences,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,60,59,0.9833333333333333
2023-24,Public school,No,1.0,Waukesha,1376,120.0,High School,Kettle Moraine,Kettle Moraine High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,232,221,0.9525862068965517
2023-24,Public school,No,6.0,Washington,2800,80.0,High School,Kewaskum,Kewaskum High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,147,137,0.9319727891156463
2023-24,Public school,No,7.0,Kewaunee,2814,100.0,High School,Kewaunee,Kewaunee High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,78,74,0.9487179487179487
2023-24,Public school,No,3.0,Vernon,5960,20.0,High School,Kickapoo Area,Kickapoo High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,35,34,0.9714285714285714
2023-24,Public school,No,7.0,Manitowoc,2828,40.0,High School,Kiel Area,Kiel High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,100,99,0.99
2023-24,Public school,No,6.0,Outagamie,2835,80.0,High School,Kimberly Area,Kimberly High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,384,380,0.9895833333333334
2023-24,Public school,No,7.0,Sheboygan,2842,40.0,High School,Kohler,Kohler High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,42,42,1.0
2023-24,Public school,No,4.0,La Crosse,2849,20.0,High School,La Crosse,Central High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,248,238,0.9596774193548387
2023-24,Public school,No,4.0,La Crosse,2849,220.0,High School,La Crosse,Logan High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,185,176,0.9513513513513514
2023-24,Public school,No,10.0,Rusk,2856,80.0,High School,Ladysmith,Ladysmith High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,58,58,1.0
2023-24,Public school,No,2.0,Walworth,2884,20.0,High School,Lake Geneva-Genoa City UHS,Badger High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,329,327,0.993920972644377
2023-24,Public school,No,2.0,Jefferson,2898,40.0,High School,Lake Mills Area,Lake Mills High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,122,122,1.0
2023-24,Public school,No,9.0,Oneida,3647,20.0,High School,Lakeland UHS,Lakeland High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,173,164,0.9479768786127167
2023-24,Public school,No,3.0,Grant,2912,20.0,High School,Lancaster Community,Lancaster High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,74,73,0.9864864864864865
2023-24,Public school,No,8.0,Oconto,2961,40.0,High School,Lena,Lena High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,26,26,1.0
2023-24,Public school,No,6.0,Outagamie,3129,40.0,High School,Little Chute Area,Little Chute High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,82,77,0.9390243902439024
2023-24,Public school,No,5.0,Columbia,3150,80.0,High School,Lodi,Lodi High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,107,105,0.9813084112149533
2023-24,Public school,No,6.0,Dodge,3171,60.0,High School,Lomira,Lomira High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,72,71,0.9861111111111112
2023-24,Public school,No,10.0,Clark,3206,60.0,High School,Loyal,Loyal High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,38,33,0.868421052631579
2023-24,Public school,No,11.0,Polk,3213,60.0,High School,Luck,Luck High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,39,38,0.9743589743589743
2023-24,Public school,No,7.0,Kewaunee,3220,140.0,High School,Luxemburg-Casco,Luxemburg-Casco High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,153,150,0.9803921568627451
2023-24,Public school,No,2.0,Dane,3269,410.0,High School,Madison Metropolitan,Capital High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,44,31,0.7045454545454546
2023-24,Public school,No,2.0,Dane,3269,150.0,High School,Madison Metropolitan,East High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,401,341,0.8503740648379052
2023-24,Public school,No,2.0,Dane,3269,460.0,High School,Madison Metropolitan,Innovative High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,155,85,0.5483870967741935
2023-24,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,307,258,0.8403908794788274
2023-24,Public school,No,2.0,Dane,3269,400.0,High School,Madison Metropolitan,Shabazz-City High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,32,27,0.84375
2023-24,Public school,No,2.0,Dane,3269,360.0,High School,Madison Metropolitan,Vel Phillips Memorial High School,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,501,449,0.8962075848303394
2023-24,Public school,No,2.0,Dane,3269,840.0,High School,Madison Metropolitan,West High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,497,442,0.8893360160965795
2023-24,Public school,No,6.0,Waupaca,3276,40.0,High School,Manawa,Little Wolf High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,57,56,0.9824561403508771
2023-24,Public school,No,7.0,Manitowoc,3290,140.0,High School,Manitowoc,Lincoln High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,345,297,0.8608695652173913
2023-24,Public school,Yes,7.0,Manitowoc,3290,400.0,Combined Elementary/Secondary School,Manitowoc,McKinley Academy,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,27,18,0.6666666666666666
2023-24,Public school,No,12.0,Douglas,3297,160.0,High School,Maple,Northwestern High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,99,96,0.9696969696969697
2023-24,Public school,No,9.0,Marathon,3304,40.0,High School,Marathon City,Marathon High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,72,70,0.9722222222222222
2023-24,Public school,No,8.0,Marinette,3311,60.0,High School,Marinette,Marinette High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,148,129,0.8716216216216216
2023-24,Public school,No,6.0,Green Lake,3325,120.0,High School,Markesan,Markesan High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,63,57,0.9047619047619048
2023-24,Public school,No,2.0,Dane,3332,40.0,High School,Marshall,Marshall High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,72,68,0.9444444444444444
2023-24,Public school,No,5.0,Wood,3339,120.0,High School,Marshfield Unified,Marshfield High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,315,293,0.9301587301587302
2023-24,Public school,Yes,5.0,Juneau,3360,410.0,High School,Mauston,iLEAD Individualized Leadership and Entrepreneurship Academic Discovery,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,48,46,0.9583333333333334
