SCHOOL_YEAR,AGENCY_TYPE,CHARTER_IND,CESA,COUNTY,DISTRICT_CODE,SCHOOL_CODE,GRADE_GROUP,DISTRICT_NAME,SCHOOL_NAME,COHORT,COMPLETION_STATUS,GROUP_BY,GROUP_BY_VALUE,TIMEFRAME,COHORT_COUNT,STUDENT_COUNT,grad_rate
2021-22,Public school,No,10.0,Eau Claire,1554,340.0,High School,Eau Claire Area,Memorial High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,355,342,0.9633802816901409
2021-22,Public school,No,10.0,Eau Claire,1554,400.0,High School,Eau Claire Area,North High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,316,292,0.9240506329113924
2021-22,Public school,No,9.0,Marathon,1561,40.0,High School,Edgar,Edgar High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,45,42,0.9333333333333333
2021-22,Public school,No,2.0,Rock,1568,80.0,High School,Edgerton,Edgerton High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,117,112,0.9572649572649573
2021-22,Public school,No,10.0,Trempealeau,1600,60.0,High School,Eleva-Strum,Eleva-Strum High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,51,44,0.8627450980392157
2021-22,Public school,No,11.0,Dunn,1645,40.0,High School,Elk Mound Area,Elk Mound High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,84,83,0.9880952380952381
2021-22,Public school,No,7.0,Sheboygan,1631,40.0,High School,Elkhart Lake-Glenbeulah,Elkhart Lake High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,38,38,1.0
2021-22,Public school,Yes,2.0,Walworth,1638,9401.0,High School,Elkhorn Area,Career and College Academy,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,67,64,0.9552238805970149
2021-22,Public school,No,2.0,Walworth,1638,40.0,High School,Elkhorn Area,Elkhorn Area High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,235,225,0.9574468085106383
2021-22,Public school,Yes,2.0,Walworth,1638,800.0,Combined Elementary/Secondary School,Elkhorn Area,Elkhorn Options Virtual School,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,37,35,0.9459459459459459
2021-22,Public school,No,11.0,Pierce,1659,40.0,High School,Ellsworth Community,Ellsworth High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,134,127,0.9477611940298507
2021-22,Public school,No,1.0,Waukesha,714,20.0,High School,Elmbrook,Brookfield Central High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,317,315,0.9936908517350158
2021-22,Public school,No,1.0,Waukesha,714,60.0,High School,Elmbrook,Brookfield East High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,357,349,0.9775910364145658
2021-22,Public school,No,2.0,Rock,1694,40.0,High School,Evansville Community,Evansville High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,144,142,0.9861111111111112
2021-22,Public school,No,10.0,Eau Claire,1729,40.0,High School,Fall Creek,Fall Creek High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,55,51,0.9272727272727272
2021-22,Public school,No,5.0,Columbia,1736,40.0,High School,Fall River,Fall River High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,37,36,0.972972972972973
2021-22,Public school,No,3.0,Grant,1813,40.0,High School,Fennimore Community,Fennimore High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,56,55,0.9821428571428571
2021-22,Public school,No,10.0,Rusk,5757,40.0,High School,Flambeau,Flambeau High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,40,38,0.95
2021-22,Public school,No,8.0,Florence,1855,60.0,High School,Florence County,Florence High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,28,26,0.9285714285714286
2021-22,Public school,No,6.0,Fond du Lac,1862,140.0,High School,Fond du Lac,Fond du Lac High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,500,465,0.93
2021-22,Public school,No,2.0,Jefferson,1883,80.0,High School,Fort Atkinson,Fort Atkinson High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,257,236,0.9182879377431906
2021-22,Public school,No,1.0,Milwaukee,1900,60.0,High School,Franklin Public,Franklin High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,393,381,0.9694656488549618
2021-22,Public school,No,11.0,Polk,1939,40.0,High School,Frederic,Frederic 6-12 School,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,26,25,0.9615384615384616
2021-22,Public school,No,6.0,Outagamie,1953,60.0,High School,Freedom Area,Freedom High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,133,126,0.9473684210526315
2021-22,Public school,No,4.0,Trempealeau,2009,40.0,High School,Galesville-Ettrick-Trempealeau,Galesville-Ettrick-Trempealeau High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,108,102,0.9444444444444444
2021-22,Public school,No,1.0,Washington,2058,180.0,High School,Germantown,Germantown High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,306,294,0.9607843137254902
2021-22,Public school,No,7.0,Door,2114,120.0,High School,Gibraltar Area,Gibraltar High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,45,42,0.9333333333333333
2021-22,Public school,No,8.0,Oconto,2128,20.0,High School,Gillett,Gillett High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,39,36,0.9230769230769231
2021-22,Public school,No,10.0,Taylor,2135,60.0,High School,Gilman,Gilman High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,25,23,0.92
2021-22,Public school,No,11.0,Saint Croix,2198,80.0,High School,Glenwood City,Glenwood City High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,40,36,0.9
2021-22,Public school,No,1.0,Ozaukee,2217,40.0,High School,Grafton,Grafton High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,177,175,0.9887005649717514
2021-22,Public school,No,11.0,Burnett,2233,80.0,High School,Grantsburg,Grantsburg High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,45,41,0.9111111111111111
2021-22,Public school,Yes,11.0,Burnett,2233,400.0,Combined Elementary/Secondary School,Grantsburg,iForward,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,223,178,0.7982062780269058
2021-22,Public school,No,7.0,Brown,2289,180.0,High School,Green Bay Area Public,East High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,265,229,0.8641509433962264
2021-22,Public school,Yes,7.0,Brown,2289,445.0,High School,Green Bay Area Public,John Dewey Academy of Learning,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,28,20,0.7142857142857143
2021-22,Public school,Yes,7.0,Brown,2289,450.0,High School,Green Bay Area Public,Northeast Wisconsin School of Innovation,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,209,168,0.8038277511961722
2021-22,Public school,No,7.0,Brown,2289,540.0,High School,Green Bay Area Public,Preble High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,470,444,0.9446808510638298
2021-22,Public school,No,7.0,Brown,2289,600.0,High School,Green Bay Area Public,Southwest High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,287,256,0.89198606271777
2021-22,Public school,No,7.0,Brown,2289,720.0,High School,Green Bay Area Public,West High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,174,146,0.8390804597701149
2021-22,Public school,No,6.0,Green Lake,2310,40.0,High School,Green Lake,Green Lake High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,30,30,1.0
2021-22,Public school,No,1.0,Milwaukee,2296,60.0,High School,Greendale,Greendale High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,233,214,0.9184549356223176
2021-22,Public school,No,1.0,Milwaukee,2303,120.0,High School,Greenfield,Greenfield High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,275,255,0.9272727272727272
2021-22,Public school,No,10.0,Clark,2394,60.0,High School,Greenwood,Greenwood High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,30,30,1.0
2021-22,Public school,No,1.0,Waukesha,2420,40.0,High School,Hamilton,Hamilton High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,366,359,0.9808743169398907
2021-22,Public school,No,6.0,Washington,2436,20.0,High School,Hartford UHS,Hartford High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,333,319,0.9579579579579579
2021-22,Public school,No,12.0,Sawyer,2478,40.0,High School,Hayward Community,Hayward High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,140,127,0.9071428571428571
2021-22,Public school,Yes,3.0,Iowa,2527,40.0,High School,Highland,Highland Community High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,35,30,0.8571428571428571
2021-22,Public school,No,7.0,Calumet,2534,40.0,High School,Hilbert,Hilbert High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,38,37,0.9736842105263158
2021-22,Public school,No,4.0,Vernon,2541,60.0,High School,Hillsboro,Hillsboro High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,49,41,0.8367346938775511
2021-22,Public school,No,4.0,La Crosse,2562,40.0,High School,Holmen,Holmen High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,295,282,0.9559322033898305
2021-22,Public school,No,6.0,Dodge,2576,60.0,High School,Horicon,Horicon High School,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,73,65,0.8904109589041096
2021-22,Public school,No,6.0,Outagamie,2583,40.0,High School,Hortonville Area,Hortonville High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,319,312,0.9780564263322884
2021-22,Public school,No,7.0,Brown,2604,20.0,High School,Howard-Suamico,Bay Port High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,451,426,0.9445676274944568
2021-22,Public school,No,7.0,Sheboygan,2605,60.0,High School,Howards Grove,Howards Grove High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,61,61,1.0
2021-22,Public school,No,11.0,Saint Croix,2611,80.0,High School,Hudson,Hudson High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,452,435,0.9623893805309734
2021-22,Public school,No,12.0,Iron,2618,60.0,High School,Hurley,Hurley High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,46,46,1.0
2021-22,Public school,No,6.0,Dodge,2625,40.0,High School,Hustisford,Hustisford High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,27,26,0.9629629629629629
2021-22,Public school,No,4.0,Trempealeau,2632,40.0,High School,Independence,Independence High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,26,23,0.8846153846153846
2021-22,Public school,No,5.0,Waupaca,2639,40.0,High School,Iola-Scandinavia,Iola-Scandinavia High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,56,51,0.9107142857142857
2021-22,Public school,No,3.0,Iowa,2646,40.0,High School,Iowa-Grant,Iowa-Grant High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,43,41,0.9534883720930233
2021-22,Public school,No,3.0,Richland,2660,60.0,High School,Ithaca,Ithaca High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,44,42,0.9545454545454546
2021-22,Public school,Yes,2.0,Rock,2695,860.0,Combined Elementary/Secondary School,Janesville,ARISE Virtual Academy,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,69,68,0.9855072463768116
2021-22,Public school,No,2.0,Rock,2695,60.0,High School,Janesville,Craig High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,309,296,0.9579288025889967
2021-22,Public school,No,2.0,Rock,2695,280.0,High School,Janesville,Parker High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,238,219,0.9201680672268907
2021-22,Public school,Yes,2.0,Rock,2695,400.0,High School,Janesville,Rock River Charter School,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,157,128,0.8152866242038217
2021-22,Public school,No,2.0,Jefferson,2702,80.0,High School,Jefferson,Jefferson High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,142,135,0.9507042253521126
2021-22,Public school,No,2.0,Jefferson,2730,40.0,Combined Elementary/Secondary School,Johnson Creek,Johnson Creek Public School,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,49,46,0.9387755102040817
2021-22,Public school,No,6.0,Outagamie,2758,40.0,High School,Kaukauna Area,Kaukauna High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,267,255,0.9550561797752809
2021-22,Public school,No,1.0,Kenosha,2793,60.0,High School,Kenosha,Bradford High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,348,279,0.8017241379310345
2021-22,Public school,Yes,1.0,Kenosha,2793,490.0,High School,Kenosha,Harborside Academy,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,105,103,0.9809523809523809
2021-22,Public school,No,1.0,Kenosha,2793,410.0,High School,Kenosha,Indian Trail High School and Academy,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,456,411,0.9013157894736842
2021-22,Public school,Yes,1.0,Kenosha,2793,800.0,Combined Elementary/Secondary School,Kenosha,Kenosha eSchool K-12,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,27,23,0.8518518518518519
2021-22,Public school,No,1.0,Kenosha,2793,480.0,High School,Kenosha,Lakeview Technology Academy,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,77,77,1.0
2021-22,Public school,No,1.0,Kenosha,2793,450.0,High School,Kenosha,Reuther Central High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,142,113,0.795774647887324
2021-22,Public school,No,1.0,Kenosha,2793,580.0,High School,Kenosha,Tremper High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,385,354,0.9194805194805195
2021-22,Public school,Yes,1.0,Waukesha,1376,470.0,High School,Kettle Moraine,High School of Health Sciences,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,38,38,1.0
2021-22,Public school,No,1.0,Waukesha,1376,120.0,High School,Kettle Moraine,Kettle Moraine High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,257,254,0.9883268482490273
2021-22,Public school,Yes,1.0,Waukesha,1376,460.0,High School,Kettle Moraine,School for Arts and Performance,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,25,25,1.0
2021-22,Public school,No,6.0,Washington,2800,80.0,High School,Kewaskum,Kewaskum High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,134,131,0.9776119402985075
2021-22,Public school,No,7.0,Kewaunee,2814,100.0,High School,Kewaunee,Kewaunee High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,93,89,0.956989247311828
2021-22,Public school,No,3.0,Vernon,5960,20.0,High School,Kickapoo Area,Kickapoo High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,43,41,0.9534883720930233
2021-22,Public school,No,7.0,Manitowoc,2828,40.0,High School,Kiel Area,Kiel High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,87,86,0.9885057471264368
2021-22,Public school,No,6.0,Outagamie,2835,80.0,High School,Kimberly Area,Kimberly High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,383,376,0.9817232375979112
2021-22,Public school,No,7.0,Sheboygan,2842,40.0,High School,Kohler,Kohler High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,56,56,1.0
2021-22,Public school,No,4.0,La Crosse,2849,20.0,High School,La Crosse,Central High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,258,237,0.9186046511627907
2021-22,Public school,No,4.0,La Crosse,2849,220.0,High School,La Crosse,Logan High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,176,158,0.8977272727272727
2021-22,Public school,No,10.0,Rusk,2856,80.0,High School,Ladysmith,Ladysmith High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,64,56,0.875
2021-22,Public school,No,2.0,Walworth,2884,20.0,High School,Lake Geneva-Genoa City UHS,Badger High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,315,306,0.9714285714285714
2021-22,Public school,No,10.0,Chippewa,2891,40.0,High School,Lake Holcombe,Holcombe High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,26,25,0.9615384615384616
2021-22,Public school,No,2.0,Jefferson,2898,40.0,High School,Lake Mills Area,Lake Mills High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,117,115,0.9829059829059829
2021-22,Public school,No,9.0,Oneida,3647,20.0,High School,Lakeland UHS,Lakeland High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,179,159,0.888268156424581
2021-22,Public school,No,3.0,Grant,2912,20.0,High School,Lancaster Community,Lancaster High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,71,66,0.9295774647887324
2021-22,Public school,No,8.0,Oconto,2961,40.0,High School,Lena,Lena High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,33,33,1.0
2021-22,Public school,Yes,6.0,Outagamie,3129,410.0,High School,Little Chute Area,Little Chute Career Pathways Academy,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,42,41,0.9761904761904762
2021-22,Public school,No,6.0,Outagamie,3129,40.0,High School,Little Chute Area,Little Chute High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,95,87,0.9157894736842105
2021-22,Public school,No,5.0,Columbia,3150,80.0,High School,Lodi,Lodi High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,113,108,0.9557522123893806
2021-22,Public school,No,6.0,Dodge,3171,60.0,High School,Lomira,Lomira High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,73,66,0.9041095890410958
2021-22,Public school,No,10.0,Clark,3206,60.0,High School,Loyal,Loyal High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,40,38,0.95
2021-22,Public school,No,11.0,Polk,3213,60.0,High School,Luck,Luck High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,33,33,1.0
2021-22,Public school,No,7.0,Kewaunee,3220,140.0,High School,Luxemburg-Casco,Luxemburg-Casco High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,166,161,0.9698795180722891
2021-22,Public school,No,2.0,Dane,3269,410.0,High School,Madison Metropolitan,Capital High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,86,75,0.872093023255814
2021-22,Public school,No,2.0,Dane,3269,150.0,High School,Madison Metropolitan,East High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,389,334,0.8586118251928021
2021-22,Public school,No,2.0,Dane,3269,460.0,High School,Madison Metropolitan,Innovative & Alternative High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,120,60,0.5
2021-22,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,371,332,0.894878706199461
2021-22,Public school,No,2.0,Dane,3269,360.0,High School,Madison Metropolitan,Memorial High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,510,460,0.9019607843137255
2021-22,Public school,No,2.0,Dane,3269,400.0,High School,Madison Metropolitan,Shabazz-City High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,27,18,0.6666666666666666
2021-22,Public school,No,2.0,Dane,3269,840.0,High School,Madison Metropolitan,West High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,556,519,0.9334532374100719
2021-22,Public school,No,6.0,Waupaca,3276,40.0,High School,Manawa,Little Wolf High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,52,52,1.0
2021-22,Public school,No,7.0,Manitowoc,3290,140.0,High School,Manitowoc,Lincoln High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,372,304,0.8172043010752689
2021-22,Public school,No,12.0,Douglas,3297,160.0,High School,Maple,Northwestern High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,105,104,0.9904761904761905
2021-22,Public school,No,9.0,Marathon,3304,40.0,High School,Marathon City,Marathon High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,59,59,1.0
2021-22,Public school,No,8.0,Marinette,3311,60.0,High School,Marinette,Marinette High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,170,158,0.9294117647058824
2021-22,Public school,No,8.0,Waupaca,3318,100.0,High School,Marion,Marion High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,25,25,1.0
2021-22,Public school,No,6.0,Green Lake,3325,120.0,High School,Markesan,Markesan High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,77,74,0.961038961038961
2021-22,Public school,No,2.0,Dane,3332,40.0,High School,Marshall,Marshall High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,73,69,0.9452054794520548
2021-22,Public school,No,5.0,Wood,3339,120.0,High School,Marshfield Unified,Marshfield High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,318,292,0.9182389937106918
2021-22,Public school,Yes,5.0,Juneau,3360,410.0,High School,Mauston,iLEAD Individualized Leadership and Entrepreneurship Academic Discovery,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,37,35,0.9459459459459459
2021-22,Public school,No,5.0,Juneau,3360,60.0,High School,Mauston,Mauston High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,86,84,0.9767441860465116
2021-22,Public school,No,6.0,Dodge,3367,80.0,High School,Mayville,Mayville High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,94,92,0.9787234042553191
2021-22,Public school,Yes,2.0,Dane,3381,450.0,High School,McFarland,Destinations Career Academy of Wisconsin High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,46,37,0.8043478260869565
2021-22,Public school,Yes,2.0,Dane,3381,470.0,High School,McFarland,Insight School of Wisconsin High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,98,41,0.41836734693877553
2021-22,Public school,No,2.0,Dane,3381,80.0,High School,McFarland,McFarland High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,171,170,0.9941520467836257
2021-22,Public school,Yes,2.0,Dane,3381,430.0,High School,McFarland,Wisconsin Virtual Academy High (WIVA),2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,378,283,0.7486772486772487
2021-22,Public school,No,10.0,Taylor,3409,220.0,High School,Medford Area Public,Medford High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,162,148,0.9135802469135802
2021-22,Public school,Yes,10.0,Taylor,3409,9100.0,Combined Elementary/Secondary School,Medford Area Public,Rural Virtual Academy,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,68,63,0.9264705882352942
2021-22,Public school,No,4.0,Jackson,3428,40.0,High School,Melrose-Mindoro,Melrose-Mindoro Junior/Senior High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,67,57,0.8507462686567164
2021-22,Public school,No,6.0,Winnebago,3430,100.0,High School,Menasha Joint,Menasha High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,240,230,0.9583333333333334
2021-22,Public school,No,8.0,Menominee,3434,40.0,High School,Menominee Indian,Menominee Indian High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,92,88,0.9565217391304348
2021-22,Public school,No,1.0,Waukesha,3437,110.0,High School,Menomonee Falls,Menomonee Falls High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,357,352,0.9859943977591037
2021-22,Public school,No,11.0,Dunn,3444,180.0,High School,Menomonie Area,Menomonie High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,275,252,0.9163636363636364
2021-22,Public school,No,1.0,Ozaukee,3479,60.0,High School,Mequon-Thiensville,Homestead High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,316,306,0.9683544303797469
2021-22,Public school,Yes,9.0,Lincoln,3500,800.0,Combined Elementary/Secondary School,Merrill Area,Bridges Virtual Academy,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,54,52,0.9629629629629629
2021-22,Public school,No,9.0,Lincoln,3500,140.0,High School,Merrill Area,Merrill High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,190,183,0.9631578947368421
2021-22,Public school,No,2.0,Dane,3549,60.0,High School,Middleton-Cross Plains Area,Middleton High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,554,538,0.9711191335740073
2021-22,Public school,No,2.0,Rock,3612,100.0,High School,Milton,Milton High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,287,279,0.9721254355400697
2021-22,Public school,Yes,1.0,Milwaukee,3619,413.0,High School,Milwaukee,Alliance School of Milwaukee,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,42,23,0.5476190476190477
2021-22,Public school,No,1.0,Milwaukee,3619,1063.0,High School,Milwaukee,ASSATA High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,41,18,0.43902439024390244
2021-22,Public school,No,1.0,Milwaukee,3619,434.0,High School,Milwaukee,Audubon Technology and Communication High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,80,54,0.675
2021-22,Public school,No,1.0,Milwaukee,3619,12.0,High School,Milwaukee,Bay View High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,215,106,0.4930232558139535
2021-22,Public school,No,1.0,Milwaukee,3619,14.0,High School,Milwaukee,Bradley Technology High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,231,163,0.7056277056277056
2021-22,Public school,Yes,1.0,Milwaukee,3619,407.0,High School,Milwaukee,Carmen High School of Science and Technology South Campus,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,93,73,0.7849462365591398
2021-22,Public school,Yes,1.0,Milwaukee,3619,451.0,High School,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,166,145,0.8734939759036144
2021-22,Public school,Yes,1.0,Milwaukee,3619,444.0,High School,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,89,67,0.7528089887640449
2021-22,Public school,No,1.0,Milwaukee,3619,176.0,Combined Elementary/Secondary School,Milwaukee,Golda Meir School,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,122,117,0.9590163934426229
2021-22,Public school,No,1.0,Milwaukee,3619,410.0,High School,Milwaukee,Grandview High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,129,35,0.2713178294573643
2021-22,Public school,No,1.0,Milwaukee,3619,236.0,High School,Milwaukee,Groppi High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,82,48,0.5853658536585366
2021-22,Public school,No,1.0,Milwaukee,3619,18.0,High School,Milwaukee,Hamilton High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,333,167,0.5015015015015015
2021-22,Public school,Yes,1.0,Milwaukee,3619,880.0,Combined Elementary/Secondary School,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,74,67,0.9054054054054054
2021-22,Public school,No,1.0,Milwaukee,3619,409.0,High School,Milwaukee,James Madison Academic Campus,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,218,157,0.7201834862385321
2021-22,Public school,No,1.0,Milwaukee,3619,20.0,High School,Milwaukee,King International,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,347,314,0.9048991354466859
2021-22,Public school,No,1.0,Milwaukee,3619,870.0,Combined Elementary/Secondary School,Milwaukee,MacDowell Montessori School K3-12,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,55,42,0.7636363636363637
